ICD10,relationship,ICD9
C26.9,<9-10>,159.9
C30.0,<9-10>,160.0
C30.1,<9-10>,160.1
C31.0,<9-10>,160.2
C31.1,<9-10>,160.3
C31.2,<9-10>,160.4
C31.3,<9-10>,160.5
C31.8,<9-10>,160.8
C31.9,<9-10>,160.9
C32.0,<9-10>,161.0
C32.1,<9-10>,161.1
C32.2,<9-10>,161.2
C32.3,<9-10>,161.3
C32.8,<9-10>,161.8
C32.9,<9-10>,161.9
C33,<9-10>,162.0
C34.00,<9-10>,162.2
C34.10,<9-10>,162.3
C34.2,<9-10>,162.4
C34.30,<9-10>,162.5
C34.80,<9-10>,162.8
C34.90,<9-10>,162.9
C38.4,<9-10>,163.9
C37,<9-10>,164.0
C38.0,<9-10>,164.1
C38.1,<9-10>,164.2
C38.2,<9-10>,164.3
C38.8,<9-10>,164.8
C38.3,<9-10>,164.9
C39.0,<9-10>,165.0
C39.9,<9-10>,165.8
C39.9,<9-10>,165.9
C41.0,<9-10>,170.0
C41.1,<9-10>,170.1
C41.2,<9-10>,170.2
C41.3,<9-10>,170.3
C40.00,<9-10>,170.4
C40.10,<9-10>,170.5
C41.4,<9-10>,170.6
C40.20,<9-10>,170.7
C40.30,<9-10>,170.8
C41.9,<9-10>,170.9
C49.0,<9-10>,171.0
C49.10,<9-10>,171.2
C49.20,<9-10>,171.3
C49.3,<9-10>,171.4
C49.4,<9-10>,171.5
C49.5,<9-10>,171.6
C49.6,<9-10>,171.7
C47.8,<9-10>,171.8
C49.9,<9-10>,171.9
C43.0,<9-10>,172.0
C43.10,<9-10>,172.1
C43.20,<9-10>,172.2
C43.30,<9-10>,172.3
C43.4,<9-10>,172.4
C43.59,<9-10>,172.5
C43.60,<9-10>,172.6
C43.70,<9-10>,172.7
C43.8,<9-10>,172.8
C43.9,<9-10>,172.9
C44.00,<9-10>,173.00
C44.01,<9-10>,173.01
C44.02,<9-10>,173.02
C44.09,<9-10>,173.09
C44.101,<9-10>,173.10
C44.111,<9-10>,173.11
C44.121,<9-10>,173.12
C44.191,<9-10>,173.19
C44.201,<9-10>,173.20
C44.211,<9-10>,173.21
C44.221,<9-10>,173.22
C44.291,<9-10>,173.29
C44.300,<9-10>,173.30
C44.310,<9-10>,173.31
C44.320,<9-10>,173.32
C44.390,<9-10>,173.39
C44.40,<9-10>,173.40
C44.41,<9-10>,173.41
C44.42,<9-10>,173.42
C44.49,<9-10>,173.49
C44.500,<9-10>,173.50
C44.510,<9-10>,173.51
C44.520,<9-10>,173.52
C44.590,<9-10>,173.59
C44.601,<9-10>,173.60
C44.611,<9-10>,173.61
C44.621,<9-10>,173.62
C44.691,<9-10>,173.69
C44.701,<9-10>,173.70
C44.711,<9-10>,173.71
C44.721,<9-10>,173.72
C44.791,<9-10>,173.79
C44.80,<9-10>,173.80
C44.81,<9-10>,173.81
C44.82,<9-10>,173.82
C44.89,<9-10>,173.89
C44.90,<9-10>,173.90
C44.91,<9-10>,173.91
C44.92,<9-10>,173.92
C44.99,<9-10>,173.99
C50.019,<9-10>,174.0
C50.119,<9-10>,174.1
C50.219,<9-10>,174.2
C50.319,<9-10>,174.3
C50.419,<9-10>,174.4
C50.519,<9-10>,174.5
C50.619,<9-10>,174.6
C50.819,<9-10>,174.8
C50.919,<9-10>,174.9
C50.029,<9-10>,175.0
C50.929,<9-10>,175.9
C46.0,<9-10>,176.0
C46.1,<9-10>,176.1
C46.2,<9-10>,176.2
C46.4,<9-10>,176.3
C46.50,<9-10>,176.4
C46.3,<9-10>,176.5
C46.7,<9-10>,176.8
C46.9,<9-10>,176.9
C55,<9-10>,179
C53.0,<9-10>,180.0
C53.1,<9-10>,180.1
C53.8,<9-10>,180.8
C53.9,<9-10>,180.9
C58,<9-10>,181
C54.1,<9-10>,182.0
C54.0,<9-10>,182.1
C54.8,<9-10>,182.8
C56.9,<9-10>,183.0
C57.00,<9-10>,183.2
C57.10,<9-10>,183.3
C57.3,<9-10>,183.4
C57.20,<9-10>,183.5
C57.4,<9-10>,183.9
C52,<9-10>,184.0
C51.0,<9-10>,184.1
C51.1,<9-10>,184.2
C51.2,<9-10>,184.3
C51.9,<9-10>,184.4
C57.7,<9-10>,184.8
C57.9,<9-10>,184.9
C61,<9-10>,185
C62.00,<9-10>,186.0
C62.10,<9-10>,186.9
C60.0,<9-10>,187.1
C60.1,<9-10>,187.2
C60.2,<9-10>,187.3
C60.9,<9-10>,187.4
C63.00,<9-10>,187.5
C63.10,<9-10>,187.6
C63.2,<9-10>,187.7
C60.8,<9-10>,187.8
C63.9,<9-10>,187.9
C67.0,<9-10>,188.0
C67.1,<9-10>,188.1
C67.2,<9-10>,188.2
C67.3,<9-10>,188.3
C67.4,<9-10>,188.4
C67.5,<9-10>,188.5
C67.6,<9-10>,188.6
C67.7,<9-10>,188.7
C67.8,<9-10>,188.8
C67.9,<9-10>,188.9
C64.9,<9-10>,189.0
C65.9,<9-10>,189.1
C66.9,<9-10>,189.2
C68.0,<9-10>,189.3
C68.1,<9-10>,189.4
C68.8,<9-10>,189.8
C68.9,<9-10>,189.9
C69.40,<9-10>,190.0
C69.60,<9-10>,190.1
C69.50,<9-10>,190.2
C69.00,<9-10>,190.3
C69.10,<9-10>,190.4
C69.20,<9-10>,190.5
C69.30,<9-10>,190.6
C69.50,<9-10>,190.7
C69.80,<9-10>,190.8
C69.90,<9-10>,190.9
C71.0,<9-10>,191.0
C71.1,<9-10>,191.1
C71.2,<9-10>,191.2
C71.3,<9-10>,191.3
C71.4,<9-10>,191.4
C71.5,<9-10>,191.5
C71.6,<9-10>,191.6
C71.7,<9-10>,191.7
C71.8,<9-10>,191.8
C71.9,<9-10>,191.9
C72.50,<9-10>,192.0
C70.0,<9-10>,192.1
C72.0,<9-10>,192.2
C70.1,<9-10>,192.3
C72.9,<9-10>,192.8
C72.9,<9-10>,192.9
C73,<9-10>,193
C74.90,<9-10>,194.0
C75.0,<9-10>,194.1
C75.1,<9-10>,194.3
C75.3,<9-10>,194.4
C75.4,<9-10>,194.5
C75.5,<9-10>,194.6
C75.8,<9-10>,194.8
C75.9,<9-10>,194.9
C76.0,<9-10>,195.0
C76.1,<9-10>,195.1
C76.2,<9-10>,195.2
C76.3,<9-10>,195.3
C76.40,<9-10>,195.4
C76.50,<9-10>,195.5
C76.8,<9-10>,195.8
C77.0,<9-10>,196.0
C77.1,<9-10>,196.1
C77.2,<9-10>,196.2
C77.3,<9-10>,196.3
C77.4,<9-10>,196.5
C77.5,<9-10>,196.6
C77.8,<9-10>,196.8
C77.9,<9-10>,196.9
C78.00,<9-10>,197.0
C78.1,<9-10>,197.1
C78.2,<9-10>,197.2
C78.39,<9-10>,197.3
C78.4,<9-10>,197.4
C78.5,<9-10>,197.5
C78.6,<9-10>,197.6
C78.7,<9-10>,197.7
C78.7,<9-10>,197.8
C79.00,<9-10>,198.0
C79.11,<9-10>,198.1
C79.2,<9-10>,198.2
C79.31,<9-10>,198.3
C79.32,<9-10>,198.4
C79.51,<9-10>,198.5
C79.60,<9-10>,198.6
C79.70,<9-10>,198.7
C79.81,<9-10>,198.81
C79.82,<9-10>,198.82
C79.89,<9-10>,198.89
C80.0,<9-10>,199.0
C80.1,<9-10>,199.1
C80.2,<9-10>,199.2
C83.30,<9-10>,200.00
C83.31,<9-10>,200.01
C83.32,<9-10>,200.02
C83.33,<9-10>,200.03
C83.34,<9-10>,200.04
C83.35,<9-10>,200.05
C83.36,<9-10>,200.06
C83.37,<9-10>,200.07
C83.38,<9-10>,200.08
C83.50,<9-10>,200.10
C83.51,<9-10>,200.11
C83.52,<9-10>,200.12
C83.53,<9-10>,200.13
C83.54,<9-10>,200.14
C83.55,<9-10>,200.15
C83.56,<9-10>,200.16
C83.57,<9-10>,200.17
C83.58,<9-10>,200.18
C83.70,<9-10>,200.20
C83.71,<9-10>,200.21
C83.72,<9-10>,200.22
C83.73,<9-10>,200.23
C83.74,<9-10>,200.24
C83.75,<9-10>,200.25
C83.76,<9-10>,200.26
C83.77,<9-10>,200.27
C83.78,<9-10>,200.28
C83.80,<9-10>,200.30
C83.10,<9-10>,200.40
C83.11,<9-10>,200.41
C83.12,<9-10>,200.42
C83.13,<9-10>,200.43
C83.14,<9-10>,200.44
C83.15,<9-10>,200.45
C83.16,<9-10>,200.46
C83.17,<9-10>,200.47
C83.18,<9-10>,200.48
C83.39,<9-10>,200.50
C83.81,<9-10>,200.51
C83.82,<9-10>,200.52
C83.83,<9-10>,200.53
C83.84,<9-10>,200.54
C83.85,<9-10>,200.55
C83.86,<9-10>,200.56
C83.87,<9-10>,200.57
C83.88,<9-10>,200.58
C84.60,<9-10>,200.60
C84.61,<9-10>,200.61
C84.62,<9-10>,200.62
C84.63,<9-10>,200.63
C84.64,<9-10>,200.64
C84.65,<9-10>,200.65
C84.66,<9-10>,200.66
C84.67,<9-10>,200.67
C84.68,<9-10>,200.68
C83.39,<9-10>,200.70
C83.31,<9-10>,200.71
C83.32,<9-10>,200.72
C83.33,<9-10>,200.73
C83.34,<9-10>,200.74
C83.35,<9-10>,200.75
C83.36,<9-10>,200.76
C83.37,<9-10>,200.77
C83.38,<9-10>,200.78
C83.80,<9-10>,200.80
C83.81,<9-10>,200.81
C83.82,<9-10>,200.82
C83.83,<9-10>,200.83
C83.84,<9-10>,200.84
C83.85,<9-10>,200.85
C83.86,<9-10>,200.86
C83.87,<9-10>,200.87
C83.88,<9-10>,200.88
C81.70,<9-10>,201.00
C81.71,<9-10>,201.01
C81.72,<9-10>,201.02
C81.73,<9-10>,201.03
C81.74,<9-10>,201.04
C81.75,<9-10>,201.05
C81.76,<9-10>,201.06
C81.77,<9-10>,201.07
C81.78,<9-10>,201.08
C81.79,<9-10>,201.10
C81.71,<9-10>,201.11
C81.72,<9-10>,201.12
C81.73,<9-10>,201.13
C81.74,<9-10>,201.14
C81.75,<9-10>,201.15
C81.76,<9-10>,201.16
C81.77,<9-10>,201.17
C81.78,<9-10>,201.18
C81.79,<9-10>,201.20
C81.71,<9-10>,201.21
C81.72,<9-10>,201.22
C81.73,<9-10>,201.23
C81.74,<9-10>,201.24
C81.75,<9-10>,201.25
C81.76,<9-10>,201.26
C81.77,<9-10>,201.27
C81.78,<9-10>,201.28
C81.00,<9-10>,201.40
C81.01,<9-10>,201.41
C81.02,<9-10>,201.42
C81.03,<9-10>,201.43
C81.04,<9-10>,201.44
C81.05,<9-10>,201.45
C81.06,<9-10>,201.46
C81.07,<9-10>,201.47
C81.08,<9-10>,201.48
C81.10,<9-10>,201.50
C81.11,<9-10>,201.51
C81.12,<9-10>,201.52
C81.13,<9-10>,201.53
C81.14,<9-10>,201.54
C81.15,<9-10>,201.55
C81.16,<9-10>,201.56
C81.17,<9-10>,201.57
C81.18,<9-10>,201.58
C81.20,<9-10>,201.60
C81.21,<9-10>,201.61
C81.22,<9-10>,201.62
C81.23,<9-10>,201.63
C81.24,<9-10>,201.64
C81.25,<9-10>,201.65
C81.26,<9-10>,201.66
C81.27,<9-10>,201.67
C81.28,<9-10>,201.68
C81.30,<9-10>,201.70
C81.31,<9-10>,201.71
C81.32,<9-10>,201.72
C81.33,<9-10>,201.73
C81.34,<9-10>,201.74
C81.35,<9-10>,201.75
C81.36,<9-10>,201.76
C81.37,<9-10>,201.77
C81.38,<9-10>,201.78
C81.90,<9-10>,201.90
C81.91,<9-10>,201.91
C81.92,<9-10>,201.92
C81.93,<9-10>,201.93
C81.94,<9-10>,201.94
C81.95,<9-10>,201.95
C81.96,<9-10>,201.96
C81.97,<9-10>,201.97
C81.98,<9-10>,201.98
C82.90,<9-10>,202.00
C82.91,<9-10>,202.01
C82.92,<9-10>,202.02
C82.93,<9-10>,202.03
C82.94,<9-10>,202.04
C82.95,<9-10>,202.05
C82.96,<9-10>,202.06
C82.97,<9-10>,202.07
C82.98,<9-10>,202.08
C84.00,<9-10>,202.10
C84.01,<9-10>,202.11
C84.02,<9-10>,202.12
C84.03,<9-10>,202.13
C84.04,<9-10>,202.14
C84.05,<9-10>,202.15
C84.06,<9-10>,202.16
C84.07,<9-10>,202.17
C84.08,<9-10>,202.18
C84.10,<9-10>,202.20
C84.11,<9-10>,202.21
C84.12,<9-10>,202.22
C84.13,<9-10>,202.23
C84.14,<9-10>,202.24
C84.15,<9-10>,202.25
C84.16,<9-10>,202.26
C84.17,<9-10>,202.27
C84.18,<9-10>,202.28
C96.A,<9-10>,202.30
C91.40,<9-10>,202.40
C96.0,<9-10>,202.50
C96.2,<9-10>,202.60
C84.40,<9-10>,202.70
C84.41,<9-10>,202.71
C84.42,<9-10>,202.72
C84.43,<9-10>,202.73
C84.44,<9-10>,202.74
C84.45,<9-10>,202.75
C84.46,<9-10>,202.76
C84.47,<9-10>,202.77
C84.48,<9-10>,202.78
C85.80,<9-10>,202.80
C85.81,<9-10>,202.81
C85.82,<9-10>,202.82
C84.93,<9-10>,202.83
C85.84,<9-10>,202.84
C85.85,<9-10>,202.85
C85.86,<9-10>,202.86
C85.87,<9-10>,202.87
C85.88,<9-10>,202.88
C96.4,<9-10>,202.90
C96.9,<9-10>,202.91
C96.9,<9-10>,202.92
C96.9,<9-10>,202.93
C96.9,<9-10>,202.94
C96.9,<9-10>,202.95
C96.9,<9-10>,202.96
C96.9,<9-10>,202.97
C96.9,<9-10>,202.98
C90.00,<9-10>,203.00
C90.01,<9-10>,203.01
C90.02,<9-10>,203.02
C90.10,<9-10>,203.10
C90.11,<9-10>,203.11
C90.12,<9-10>,203.12
C88.8,<9-10>,203.80
C90.21,<9-10>,203.81
C90.22,<9-10>,203.82
C91.00,<9-10>,204.00
C91.01,<9-10>,204.01
C91.02,<9-10>,204.02
C91.10,<9-10>,204.10
C91.11,<9-10>,204.11
C91.12,<9-10>,204.12
C91.Z0,<9-10>,204.80
C91.Z1,<9-10>,204.81
C91.Z2,<9-10>,204.82
C91.90,<9-10>,204.90
C91.91,<9-10>,204.91
C91.92,<9-10>,204.92
C92.00,<9-10>,205.00
C92.01,<9-10>,205.01
C92.02,<9-10>,205.02
C92.10,<9-10>,205.10
C92.11,<9-10>,205.11
C92.12,<9-10>,205.12
C92.20,<9-10>,205.20
C92.21,<9-10>,205.21
C92.22,<9-10>,205.22
C92.30,<9-10>,205.30
C92.31,<9-10>,205.31
C92.32,<9-10>,205.32
C92.Z0,<9-10>,205.80
C92.Z1,<9-10>,205.81
C92.Z2,<9-10>,205.82
C92.90,<9-10>,205.90
C92.91,<9-10>,205.91
C92.92,<9-10>,205.92
C93.00,<9-10>,206.00
C93.01,<9-10>,206.01
C93.02,<9-10>,206.02
C93.10,<9-10>,206.10
C93.11,<9-10>,206.11
C93.12,<9-10>,206.12
C93.90,<9-10>,206.20
C93.91,<9-10>,206.21
C93.92,<9-10>,206.22
C93.Z0,<9-10>,206.80
C93.Z1,<9-10>,206.81
C93.Z2,<9-10>,206.82
C93.90,<9-10>,206.90
C93.91,<9-10>,206.91
C93.92,<9-10>,206.92
C94.00,<9-10>,207.00
C94.01,<9-10>,207.01
C94.02,<9-10>,207.02
D45,<9-10>,207.10
D45,<9-10>,207.11
D45,<9-10>,207.12
C94.20,<9-10>,207.20
C94.21,<9-10>,207.21
C94.22,<9-10>,207.22
C94.30,<9-10>,207.80
C94.31,<9-10>,207.81
C94.32,<9-10>,207.82
C95.00,<9-10>,208.00
C95.01,<9-10>,208.01
C95.02,<9-10>,208.02
C95.10,<9-10>,208.10
C95.11,<9-10>,208.11
C95.12,<9-10>,208.12
C95.90,<9-10>,208.20
C95.91,<9-10>,208.21
C95.92,<9-10>,208.22
C95.90,<9-10>,208.80
C95.91,<9-10>,208.81
C95.92,<9-10>,208.82
C95.90,<9-10>,208.90
C95.91,<9-10>,208.91
C95.92,<9-10>,208.92
C7A.019,<9-10>,209.00
C7A.010,<9-10>,209.01
C7A.011,<9-10>,209.02
C7A.012,<9-10>,209.03
C7A.029,<9-10>,209.10
C7A.020,<9-10>,209.11
C7A.021,<9-10>,209.12
C7A.022,<9-10>,209.13
C7A.023,<9-10>,209.14
C7A.024,<9-10>,209.15
C7A.025,<9-10>,209.16
C7A.026,<9-10>,209.17
C7A.00,<9-10>,209.20
C7A.090,<9-10>,209.21
C7A.091,<9-10>,209.22
C7A.092,<9-10>,209.23
C7A.093,<9-10>,209.24
C7A.094,<9-10>,209.25
C7A.095,<9-10>,209.26
C7A.096,<9-10>,209.27
C7A.098,<9-10>,209.29
C7A.1,<9-10>,209.30
C4A.0,<9-10>,209.31
C4A.4,<9-10>,209.32
C4A.60,<9-10>,209.33
C4A.70,<9-10>,209.34
C4A.59,<9-10>,209.35
C4A.8,<9-10>,209.36
D3A.019,<9-10>,209.40
D3A.010,<9-10>,209.41
D3A.011,<9-10>,209.42
D3A.012,<9-10>,209.43
D3A.029,<9-10>,209.50
D3A.020,<9-10>,209.51
D3A.021,<9-10>,209.52
D3A.022,<9-10>,209.53
D3A.023,<9-10>,209.54
D3A.024,<9-10>,209.55
D3A.025,<9-10>,209.56
D3A.026,<9-10>,209.57
D3A.00,<9-10>,209.60
D3A.090,<9-10>,209.61
D3A.091,<9-10>,209.62
D3A.092,<9-10>,209.63
D3A.093,<9-10>,209.64
D3A.094,<9-10>,209.65
D3A.095,<9-10>,209.66
D3A.096,<9-10>,209.67
D3A.098,<9-10>,209.69
C7B.00,<9-10>,209.70
C7B.01,<9-10>,209.71
C7B.02,<9-10>,209.72
C7B.03,<9-10>,209.73
C7B.04,<9-10>,209.74
C7B.1,<9-10>,209.75
C7B.09,<9-10>,209.79
D10.0,<9-10>,210.0
D10.1,<9-10>,210.1
D11.9,<9-10>,210.2
D10.2,<9-10>,210.3
D10.30,<9-10>,210.4
D10.4,<9-10>,210.5
D10.5,<9-10>,210.6
D10.6,<9-10>,210.7
D10.7,<9-10>,210.8
D10.9,<9-10>,210.9
D13.0,<9-10>,211.0
D13.1,<9-10>,211.1
D13.2,<9-10>,211.2
D12.0,<9-10>,211.3
D12.7,<9-10>,211.4
D13.4,<9-10>,211.5
D13.6,<9-10>,211.6
D13.7,<9-10>,211.7
D20.0,<9-10>,211.8
D13.9,<9-10>,211.9
D14.0,<9-10>,212.0
D14.1,<9-10>,212.1
D14.2,<9-10>,212.2
D14.30,<9-10>,212.3
D19.0,<9-10>,212.4
D15.2,<9-10>,212.5
D15.0,<9-10>,212.6
D15.1,<9-10>,212.7
D15.7,<9-10>,212.8
D14.4,<9-10>,212.9
D16.4,<9-10>,213.0
D16.5,<9-10>,213.1
D16.6,<9-10>,213.2
D16.7,<9-10>,213.3
D16.00,<9-10>,213.4
D16.10,<9-10>,213.5
D16.8,<9-10>,213.6
D16.20,<9-10>,213.7
D16.30,<9-10>,213.8
D16.9,<9-10>,213.9
D17.0,<9-10>,214.0
D17.1,<9-10>,214.1
D17.4,<9-10>,214.2
D17.5,<9-10>,214.3
D17.6,<9-10>,214.4
D17.79,<9-10>,214.8
D17.9,<9-10>,214.9
D21.0,<9-10>,215.0
D21.10,<9-10>,215.2
D21.20,<9-10>,215.3
D21.3,<9-10>,215.4
D21.4,<9-10>,215.5
D21.5,<9-10>,215.6
D21.6,<9-10>,215.7
D21.9,<9-10>,215.9
D23.0,<9-10>,216.0
D23.10,<9-10>,216.1
D23.20,<9-10>,216.2
D23.30,<9-10>,216.3
D23.4,<9-10>,216.4
D23.5,<9-10>,216.5
D23.60,<9-10>,216.6
D23.70,<9-10>,216.7
D22.9,<9-10>,216.8
D23.9,<9-10>,216.9
D24.1,<9-10>,217
D25.0,<9-10>,218.0
D25.1,<9-10>,218.1
D25.2,<9-10>,218.2
D25.9,<9-10>,218.9
D26.0,<9-10>,219.0
D26.1,<9-10>,219.1
D26.7,<9-10>,219.8
D26.9,<9-10>,219.9
D27.9,<9-10>,220
D28.2,<9-10>,221.0
D28.1,<9-10>,221.1
D28.0,<9-10>,221.2
D28.7,<9-10>,221.8
D28.9,<9-10>,221.9
D29.20,<9-10>,222.0
D29.0,<9-10>,222.1
D29.1,<9-10>,222.2
D29.30,<9-10>,222.3
D29.4,<9-10>,222.4
D29.8,<9-10>,222.8
D29.9,<9-10>,222.9
D30.00,<9-10>,223.0
D30.10,<9-10>,223.1
D30.20,<9-10>,223.2
D30.3,<9-10>,223.3
D30.4,<9-10>,223.81
D30.8,<9-10>,223.89
D30.9,<9-10>,223.9
D31.40,<9-10>,224.0
D31.60,<9-10>,224.1
D31.50,<9-10>,224.2
D31.00,<9-10>,224.3
D31.10,<9-10>,224.4
D31.20,<9-10>,224.5
D31.30,<9-10>,224.6
D31.50,<9-10>,224.7
D31.90,<9-10>,224.8
D31.90,<9-10>,224.9
D33.2,<9-10>,225.0
D33.3,<9-10>,225.1
D32.0,<9-10>,225.2
D33.4,<9-10>,225.3
D32.1,<9-10>,225.4
D33.7,<9-10>,225.8
D33.9,<9-10>,225.9
D34,<9-10>,226
D35.00,<9-10>,227.0
D35.1,<9-10>,227.1
D35.2,<9-10>,227.3
D35.4,<9-10>,227.4
D35.5,<9-10>,227.5
D35.6,<9-10>,227.6
D35.7,<9-10>,227.8
D35.9,<9-10>,227.9
D18.00,<9-10>,228.00
D18.01,<9-10>,228.01
D18.02,<9-10>,228.02
D18.03,<9-10>,228.04
D18.09,<9-10>,228.09
D18.1,<9-10>,228.1
D36.0,<9-10>,229.0
D36.7,<9-10>,229.8
D36.9,<9-10>,229.9
D00.00,<9-10>,230.0
D00.1,<9-10>,230.1
D00.2,<9-10>,230.2
D01.0,<9-10>,230.3
D01.1,<9-10>,230.4
D01.3,<9-10>,230.5
D01.3,<9-10>,230.6
D01.40,<9-10>,230.7
D01.5,<9-10>,230.8
D01.7,<9-10>,230.9
D02.0,<9-10>,231.0
D02.1,<9-10>,231.1
D02.20,<9-10>,231.2
D02.3,<9-10>,231.8
D02.4,<9-10>,231.9
D04.0,<9-10>,232.0
D04.10,<9-10>,232.1
D04.20,<9-10>,232.2
D04.30,<9-10>,232.3
D04.4,<9-10>,232.4
D04.5,<9-10>,232.5
D04.60,<9-10>,232.6
D04.70,<9-10>,232.7
D04.8,<9-10>,232.8
D04.9,<9-10>,232.9
D05.90,<9-10>,233.0
D06.9,<9-10>,233.1
D07.0,<9-10>,233.2
D07.30,<9-10>,233.30
D07.2,<9-10>,233.31
D07.1,<9-10>,233.32
D07.39,<9-10>,233.39
D07.5,<9-10>,233.4
D07.4,<9-10>,233.5
D07.60,<9-10>,233.6
D09.0,<9-10>,233.7
D09.10,<9-10>,233.9
D09.20,<9-10>,234.0
D09.3,<9-10>,234.8
D09.9,<9-10>,234.9
D37.030,<9-10>,235.0
D37.01,<9-10>,235.1
D37.1,<9-10>,235.2
D37.6,<9-10>,235.3
D48.3,<9-10>,235.4
D37.8,<9-10>,235.5
D38.0,<9-10>,235.6
D38.1,<9-10>,235.7
D38.2,<9-10>,235.8
D38.5,<9-10>,235.9
D39.0,<9-10>,236.0
D39.2,<9-10>,236.1
D39.10,<9-10>,236.2
D39.8,<9-10>,236.3
D40.10,<9-10>,236.4
D40.0,<9-10>,236.5
D40.8,<9-10>,236.6
D41.4,<9-10>,236.7
D41.9,<9-10>,236.90
D41.00,<9-10>,236.91
D41.8,<9-10>,236.99
D44.3,<9-10>,237.0
D44.5,<9-10>,237.1
D44.10,<9-10>,237.2
D44.6,<9-10>,237.3
D44.0,<9-10>,237.4
D43.2,<9-10>,237.5
D42.0,<9-10>,237.6
Q85.00,<9-10>,237.70
Q85.01,<9-10>,237.71
Q85.02,<9-10>,237.72
Q85.03,<9-10>,237.73
Q85.09,<9-10>,237.79
D43.3,<9-10>,237.9
D48.0,<9-10>,238.0
D48.1,<9-10>,238.1
D48.5,<9-10>,238.2
D48.60,<9-10>,238.3
D45,<9-10>,238.4
D47.0,<9-10>,238.5
D47.3,<9-10>,238.71
D46.0,<9-10>,238.72
D46.22,<9-10>,238.73
D46.C,<9-10>,238.74
D46.9,<9-10>,238.75
D47.1,<9-10>,238.76
D47.Z1,<9-10>,238.77
C94.40,<9-10>,238.79
D48.7,<9-10>,238.8
D48.9,<9-10>,238.9
D49.0,<9-10>,239.0
D49.1,<9-10>,239.1
D49.2,<9-10>,239.2
D49.3,<9-10>,239.3
D49.4,<9-10>,239.4
D49.5,<9-10>,239.5
D49.6,<9-10>,239.6
D49.7,<9-10>,239.7
D49.81,<9-10>,239.81
D49.89,<9-10>,239.89
D49.9,<9-10>,239.9
E04.0,<9-10>,240.0
E01.2,<9-10>,240.9
E04.1,<9-10>,241.0
E04.2,<9-10>,241.1
E04.9,<9-10>,241.9
E05.00,<9-10>,242.00
E05.01,<9-10>,242.01
E05.10,<9-10>,242.10
E05.11,<9-10>,242.11
E05.20,<9-10>,242.20
E05.21,<9-10>,242.21
E05.20,<9-10>,242.30
E05.21,<9-10>,242.31
E05.30,<9-10>,242.40
E05.31,<9-10>,242.41
E05.40,<9-10>,242.80
E05.41,<9-10>,242.81
E05.90,<9-10>,242.90
E05.91,<9-10>,242.91
E00.9,<9-10>,243
E89.0,<9-10>,244.0
E89.0,<9-10>,244.1
E03.2,<9-10>,244.2
E03.2,<9-10>,244.3
E01.8,<9-10>,244.8
E03.9,<9-10>,244.9
E06.0,<9-10>,245.0
E06.1,<9-10>,245.1
E06.3,<9-10>,245.2
E06.5,<9-10>,245.3
E06.4,<9-10>,245.4
E06.5,<9-10>,245.8
E06.9,<9-10>,245.9
E07.0,<9-10>,246.0
E07.1,<9-10>,246.1
E04.1,<9-10>,246.2
E07.89,<9-10>,246.3
E03.4,<9-10>,246.8
E07.9,<9-10>,246.9
E08.9,<9-10>,249.00
E08.10,<9-10>,249.10
E08.01,<9-10>,249.20
E08.11,<9-10>,249.30
E08.21,<9-10>,249.40
E08.311,<9-10>,249.50
E08.40,<9-10>,249.60
E08.51,<9-10>,249.70
E08.618,<9-10>,249.80
E08.8,<9-10>,249.90
E11.9,<9-10>,250.00
E10.9,<9-10>,250.01
E10.10,<9-10>,250.11
E11.00,<9-10>,250.20
E11.641,<9-10>,250.30
E10.11,<9-10>,250.31
E11.29,<9-10>,250.40
E10.29,<9-10>,250.41
E11.311,<9-10>,250.50
E10.311,<9-10>,250.51
E11.40,<9-10>,250.60
E10.40,<9-10>,250.61
E11.51,<9-10>,250.70
E10.51,<9-10>,250.71
E11.618,<9-10>,250.80
E10.618,<9-10>,250.81
E11.8,<9-10>,250.90
E10.8,<9-10>,250.91
E15,<9-10>,251.0
E16.0,<9-10>,251.1
E16.2,<9-10>,251.2
E89.1,<9-10>,251.3
E16.3,<9-10>,251.4
E16.4,<9-10>,251.5
E16.8,<9-10>,251.8
E16.9,<9-10>,251.9
E21.3,<9-10>,252.00
E21.0,<9-10>,252.01
E21.1,<9-10>,252.02
E21.2,<9-10>,252.08
E20.9,<9-10>,252.1
E21.4,<9-10>,252.8
E21.5,<9-10>,252.9
E22.0,<9-10>,253.0
E22.8,<9-10>,253.1
E23.0,<9-10>,253.2
E23.0,<9-10>,253.3
E23.2,<9-10>,253.5
E22.2,<9-10>,253.6
E23.1,<9-10>,253.7
E23.6,<9-10>,253.8
E23.3,<9-10>,253.9
E32.0,<9-10>,254.0
E32.1,<9-10>,254.1
E32.8,<9-10>,254.8
E32.9,<9-10>,254.9
E24.0,<9-10>,255.0
E26.09,<9-10>,255.10
E26.02,<9-10>,255.11
E26.01,<9-10>,255.12
E26.81,<9-10>,255.13
E26.1,<9-10>,255.14
E25.0,<9-10>,255.2
E27.0,<9-10>,255.3
E27.1,<9-10>,255.41
E27.49,<9-10>,255.42
E27.5,<9-10>,255.6
E27.8,<9-10>,255.8
E27.9,<9-10>,255.9
E28.0,<9-10>,256.0
E28.1,<9-10>,256.1
E89.40,<9-10>,256.2
E28.310,<9-10>,256.31
E28.39,<9-10>,256.39
E28.2,<9-10>,256.4
E28.8,<9-10>,256.8
